Node Population Gap_0 Gap_200 Gap_400 Gap_600 Gap_800 Gap_1000 Gap_1200 Gap_1400 Gap_1600 Gap_1800 Gap_2000 Gap_2200 Gap_2400 Gap_2600 Gap_2800 Gap_3000 Gap_3200 Gap_3400 Gap_3600 Gap_3800 Gap_4000 Gap_4200 Gap_4400 Gap_4600 Gap_4800 Gap_5000
-56.5340855--33.3777464 0 1 1 1 1 1 2 4 4 6 7 8 9 11 11 12 13 13 13 13 13 14 14 14 14 14 14
-56.5313779--33.3783531 74 1 1 1 1 2 4 4 6 7 8 9 11 11 12 13 13 13 13 14 14 14 14 14 14 14 14
-56.5315982--33.377194 58 1 1 1 1 3 4 4 6 7 8 9 11 11 12 13 13 13 13 13 14 14 14 14 14 14 14
-56.5316147--33.3815079 38 1 1 1 1 1 2 4 5 6 8 9 9 10 11 12 13 13 14 14 14 14 14 14 14 14 14
-56.5308959--33.3810964 46 1 1 1 1 1 3 4 5 7 8 9 9 10 11 12 13 13 14 14 14 14 14 14 14 14 14
-56.5343978--33.3791676 98 1 1 1 1 1 1 3 4 5 6 8 9 10 11 11 12 13 13 13 14 14 14 14 14 14 14
-56.5318784--33.3789353 78 1 1 1 1 2 3 4 6 7 8 9 10 11 12 13 13 13 13 14 14 14 14 14 14 14 14
-56.5343978--33.3791676 72 1 1 1 1 1 1 3 4 5 6 8 9 10 11 11 12 13 13 13 14 14 14 14 14 14 14
-56.5332375--33.3771962 12 1 1 1 1 1 3 4 4 6 8 8 10 11 12 13 13 13 13 13 13 14 14 14 14 14 14
-56.5310496--33.3802233 61 1 1 1 1 1 2 5 5 6 8 9 9 11 11 12 13 13 13 14 14 14 14 14 14 14 14
-56.5314119--33.379629 78 1 1 1 1 1 2 5 5 6 9 9 9 11 12 13 13 13 13 14 14 14 14 14 14 14 14
-56.5320587--33.3808233 25 1 1 1 1 1 1 3 5 5 7 9 9 9 11 12 13 13 13 14 14 14 14 14 14 14 14
-56.5324917--33.38016 29 1 1 1 1 1 2 4 5 6 8 9 9 11 11 12 13 13 13 14 14 14 14 14 14 14 14
-56.5337274--33.3811331 0 1 1 1 1 1 1 1 3 5 5 7 9 9 9 11 11 12 13 14 14 14 14 14 14 14 14
-56.5316147--33.3815079 42 1 1 1 1 1 2 4 5 6 8 9 9 10 11 12 13 13 14 14 14 14 14 14 14 14 14
-56.5334236--33.3825697 53 1 1 1 1 1 1 3 4 5 7 8 9 9 10 11 12 13 14 14 14 14 14 14 14 14 14
-56.5320587--33.3808233 47 1 1 1 1 1 1 3 5 5 7 9 9 9 11 12 13 13 13 14 14 14 14 14 14 14 14
-56.5311803--33.3795134 17 1 1 1 1 1 2 5 5 6 9 9 9 11 12 13 13 13 13 14 14 14 14 14 14 14 14
-56.5080182--33.3680054 0 1 1 1 1 1 1 1 1 1 1 1 1 5 7 8 10 10 10 11 13 13 13 13 13 13 13
-56.5110561--33.3676618 0 1 1 1 1 1 1 1 1 1 1 1 1 1 5 8 9 10 10 10 12 13 13 13 13 13 13
-56.5100186--33.3679818 6 1 1 1 1 1 1 1 1 1 1 1 1 3 7 8 10 10 10 11 13 13 13 13 13 13 13
-56.5091125--33.3681782 13 1 1 1 1 1 1 1 1 1 1 1 1 3 7 8 10 10 10 11 13 13 13 13 13 13 13
-56.5091125--33.3681782 12 1 1 1 1 1 1 1 1 1 1 1 1 3 7 8 10 10 10 11 13 13 13 13 13 13 13
-56.5093648--33.3675819 8 1 1 1 1 1 1 1 1 1 1 1 1 5 7 9 10 10 10 12 13 13 13 13 13 13 13
-56.5093648--33.3675819 0 1 1 1 1 1 1 1 1 1 1 1 1 5 7 9 10 10 10 12 13 13 13 13 13 13 13
-56.5086734--33.3668619 15 1 1 1 1 1 1 1 1 1 1 1 3 7 8 10 10 10 10 13 13 13 13 13 13 13 13
-56.5093983--33.3674787 6 1 1 1 1 1 1 1 1 1 1 1 1 5 7 9 10 10 10 12 13 13 13 13 13 13 13
-56.5105772--33.365954 11 1 1 1 1 1 1 1 1 1 1 1 1 2 6 8 9 10 10 10 12 13 13 13 13 13 13
-56.5099055--33.3666205 5 1 1 1 1 1 1 1 1 1 1 1 1 3 7 9 10 10 10 11 13 13 13 13 13 13 13
-56.5110561--33.3676618 2 1 1 1 1 1 1 1 1 1 1 1 1 1 5 8 9 10 10 10 12 13 13 13 13 13 13
-56.5125556--33.3640898 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 4 8 9 10 10 10 11 13 13 13 13 13
-56.5108006--33.3656817 0 1 1 1 1 1 1 1 1 1 1 1 1 1 6 8 9 10 10 10 12 13 13 13 13 13 13
-56.5128687--33.3629604 50 1 1 1 1 1 1 1 1 1 1 1 1 2 2 4 8 9 10 10 10 10 13 13 13 13 13
-56.5118064--33.3635131 21 1 1 1 1 1 1 1 1 1 1 1 1 2 2 6 8 9 10 10 10 12 13 13 13 13 13
-56.5137953--33.3605931 0 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 5 8 9 10 10 11 11 13 13 13
-56.5175182--33.3604262 23 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 7 8 8 9 10 11 11 11 11 11 13
-56.5150934--33.3612697 26 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 4 7 8 9 10 11 11 11 13 13
-56.5128714--33.357996 0 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 7 8 9 10 10 11 11 13 13 13
-56.5125533--33.3574631 0 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 4 8 9 10 10 11 11 12 13 13
-56.5137953--33.3605931 16 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 5 8 9 10 10 11 11 13 13 13
-56.5150478--33.360536 32 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 7 8 9 10 10 11 11 12 13 13
-56.5170055--33.3583557 46 1 1 1 1 1 1 1 1 2 2 2 2 2 2 7 7 8 8 9 11 11 11 11 11 13 13
-56.5175182--33.3604262 59 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 7 8 8 9 10 11 11 11 11 11 13
-56.5199754--33.3592813 57 1 1 1 1 1 1 1 1 1 2 2 2 2 6 7 8 8 9 10 11 11 11 11 11 12 13
-56.5137012--33.3588814 31 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 4 8 9 10 10 10 11 11 13 13 13
-56.513741--33.3595849 37 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 8 9 10 10 10 11 12 13 13 13
-56.5149216--33.3584341 31 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 7 7 8 10 10 11 11 11 11 13 13
-56.5149935--33.3594846 45 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 4 7 8 9 10 11 11 11 13 13 13
-56.5186984--33.3582808 42 1 1 1 1 1 1 1 1 1 2 2 2 2 6 7 8 8 9 10 11 11 11 11 11 12 13
-56.5185897--33.3582849 49 1 1 1 1 1 1 1 1 1 2 2 2 2 6 7 8 8 9 10 10 11 11 11 11 12 13
-56.5161784--33.3583876 5 1 1 1 1 1 1 1 2 2 2 2 2 2 2 5 7 8 8 9 11 11 11 11 11 13 13
-56.5222459--33.3583922 41 1 1 1 1 1 1 1 1 1 1 2 2 2 4 7 8 8 9 10 10 11 11 11 11 12 12
-56.5186984--33.3582808 22 1 1 1 1 1 1 1 1 1 2 2 2 2 6 7 8 8 9 10 11 11 11 11 11 12 13
-56.5199608--33.3568811 0 1 1 1 1 1 1 1 1 1 1 2 3 7 8 8 9 9 10 11 11 11 11 12 12 12 13
-56.5261852--33.3572534 4 1 1 1 1 1 1 1 1 1 1 6 7 8 8 9 10 11 11 11 11 11 12 12 12 13 13
-56.5239788--33.3584086 0 1 1 1 1 1 1 1 1 1 3 6 8 8 9 9 10 11 11 11 11 12 12 12 13 13 13
-56.523597--33.3570628 66 1 1 1 1 1 1 1 1 1 1 6 7 8 8 9 10 11 11 11 11 11 12 12 12 13 13
-56.5328082--33.3494161 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 7 8 8 9 10 11 11 11 11 11
-56.5304079--33.3515404 0 1 1 1 1 1 1 1 1 1 1 1 1 1 3 6 8 8 9 10 10 11 11 11 11 12 12
-56.5303096--33.3516318 13 1 1 1 1 1 1 1 1 1 1 1 1 1 4 7 8 8 9 10 10 11 11 11 11 12 12
-56.5312603--33.3530485 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 7 8 9 9 10 11 11 11 11 12 12
-56.5312603--33.3530485 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 7 8 9 9 10 11 11 11 11 12 12
-56.5272776--33.3544474 0 1 1 1 1 1 1 1 1 1 1 1 4 7 8 8 9 10 10 11 11 11 11 12 12 12 13
-56.5254843--33.3571758 21 1 1 1 1 1 1 1 1 1 2 6 8 8 9 9 10 11 11 11 11 12 12 12 13 13 13
-56.5303096--33.3516318 35 1 1 1 1 1 1 1 1 1 1 1 1 1 4 7 8 8 9 10 10 11 11 11 11 12 12
-56.5177877--33.3456088 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 4 7 8 8 9 10 10
-56.5208882--33.3423565 17 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 5 7 8 8
-56.5222144--33.3339826 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 7 8 8
-56.5215322--33.337632 32 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 6 8 8 9 9
-56.5286154--33.3851153 0 1 1 1 1 1 4 5 5 5 8 9 10 10 11 13 14 14 14 14 14 14 14 14 14 14 14
-56.5366788--33.3729073 0 1 1 1 1 1 1 2 3 3 4 5 8 9 9 10 12 13 13 13 13 13 13 13 14 14 14
-56.5354937--33.37405 0 1 1 1 1 1 2 3 4 4 5 8 9 9 11 12 13 13 13 13 13 13 13 14 14 14 14
-56.5245146--33.3974375 66 1 1 1 1 1 1 1 1 3 3 3 3 3 4 4 5 6 6 8 11 11 11 11 12 13 14
-56.4936305--33.3888642 52 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 5 5 7 8 10 11 12
-56.5007725--33.3902089 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 6 8 8 10 11 12 13 13 14 14
-56.5226734--33.364657 0 1 1 1 1 3 6 7 8 9 9 9 11 11 11 11 12 12 12 13 13 13 13 13 13 13 13
-56.524154--33.3624525 0 1 1 1 1 1 1 2 6 8 8 9 9 10 11 11 11 11 12 12 12 13 13 13 13 13 13
-56.5213749--33.3672454 0 1 1 1 2 5 6 9 9 9 10 11 11 11 12 12 12 13 13 13 13 13 13 13 13 13 14
-56.5201977--33.3672688 0 1 1 1 3 6 6 8 9 9 10 10 11 11 12 12 12 12 13 13 13 13 13 13 13 13 14
-56.5024512--33.395571 20 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 3 4 4 6 6 8 9 10 11 12 13
-56.5036709--33.3958108 118 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 3 4 5 6 7 8 10 11 12 13 13
-56.5176022--33.356804 0 1 1 1 1 1 1 1 1 1 2 2 2 2 7 8 8 9 9 10 11 11 11 11 12 12 12
-56.5199484--33.3567461 0 1 1 1 1 1 1 1 1 1 1 2 3 7 8 8 9 9 10 11 11 11 11 12 12 12 13
-56.5336072--33.3877665 14 1 1 1 1 1 1 1 3 4 5 5 5 8 9 9 11 12 12 14 14 14 14 14 14 14 14
-56.5311033--33.3697158 0 1 1 1 1 1 2 5 7 7 9 9 10 11 12 12 12 13 13 13 13 13 13 13 13 14 14
-56.5310869--33.368623 154 1 1 1 1 1 2 5 7 7 8 9 11 11 12 12 12 13 13 13 13 13 13 13 13 13 14
-56.5323126--33.3709231 291 1 1 1 1 2 2 4 5 7 8 9 9 11 12 12 13 13 13 13 13 13 13 13 13 14 14
-56.5319493--33.3735537 17 1 1 1 1 3 3 4 6 8 8 10 10 11 13 13 13 13 13 13 13 13 13 14 14 14 14
-56.5375184--33.3990572 0 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 5 6 6 6 7 10 10 11 12 13 14
-56.5258815--33.3970992 0 1 1 1 1 1 1 2 2 3 3 3 4 4 6 6 6 8 11 11 11 12 13 13 14 14 14
-56.5334119--33.3904826 0 1 1 1 1 1 1 2 2 4 4 5 5 5 8 10 11 11 12 13 14 14 14 14 14 14 14
-56.5342003--33.3912468 0 1 1 1 1 1 1 2 2 2 4 5 5 5 6 9 10 11 12 13 13 14 14 14 14 14 14
-56.5328684--33.3899653 0 1 1 1 1 1 1 2 2 4 5 5 5 6 9 10 11 12 12 13 14 14 14 14 14 14 14
-56.5318193--33.3892938 0 1 1 1 1 1 2 2 2 4 5 5 5 6 9 10 11 12 13 13 14 14 14 14 14 14 14
-56.5318193--33.3892938 0 1 1 1 1 1 2 2 2 4 5 5 5 6 9 10 11 12 13 13 14 14 14 14 14 14 14
-56.5319364--33.3901175 44 1 1 1 1 1 2 2 2 3 4 5 5 5 9 10 11 11 12 13 14 14 14 14 14 14 14
-56.5327638--33.3908016 15 1 1 1 1 1 1 2 2 2 4 5 5 5 8 10 11 11 12 13 14 14 14 14 14 14 14
-56.5322173--33.3909109 40 1 1 1 1 1 2 2 2 2 4 5 5 5 7 10 11 11 12 13 14 14 14 14 14 14 14
-56.531899--33.3912434 15 1 1 1 1 1 2 2 2 2 4 5 5 5 7 10 10 11 12 12 13 14 14 14 14 14 14
-56.531899--33.3912434 0 1 1 1 1 1 2 2 2 2 4 5 5 5 7 10 10 11 12 12 13 14 14 14 14 14 14
-56.5293754--33.3881847 0 1 1 1 1 1 2 3 3 5 5 5 8 9 10 11 12 13 14 14 14 14 14 14 14 14 14
-56.524068--33.3962813 0 1 1 1 1 1 2 2 2 3 3 4 4 5 6 6 8 11 11 11 12 12 13 14 14 14 14
-56.5213773--33.3968848 0 1 1 1 1 1 1 3 3 3 3 3 4 4 5 6 7 8 11 11 11 12 13 13 14 14 14
-56.5201254--33.3991632 0 1 1 1 1 1 2 2 3 3 3 3 3 4 4 5 6 7 7 10 11 11 11 12 13 14 14
-56.5181094--33.4029057 0 1 1 1 1 1 1 1 2 2 2 3 3 3 3 3 4 4 6 6 7 10 11 11 11 12 13
-56.5167707--33.3918578 0 1 1 1 1 1 1 2 2 2 3 4 4 5 7 7 8 11 11 11 12 13 13 14 14 14 14
-56.5196726--33.3951568 0 1 1 1 1 1 1 1 2 3 3 3 4 4 4 6 7 7 10 11 11 12 13 13 14 14 14
-56.5188831848429--33.3962216940733 0 1 1 1 1 1 1 1 3 3 3 3 3 4 4 5 6 7 8 11 11 11 12 13 13 14 14
-56.5199956--33.3959897 0 1 1 1 1 1 1 2 3 3 3 3 3 4 4 6 6 7 10 11 11 11 12 13 14 14 14
-56.5188831848429--33.3962216940733 0 1 1 1 1 1 1 1 3 3 3 3 3 4 4 5 6 7 8 11 11 11 12 13 13 14 14
-56.5202945--33.3961925 0 1 1 1 1 1 1 2 3 3 3 3 3 4 4 6 6 7 10 11 11 11 12 13 14 14 14
-56.5183706--33.3962964 0 1 1 1 1 1 1 1 3 3 3 3 3 4 4 5 6 7 7 10 11 11 12 13 13 14 14
-56.5195530499372--33.3974844026595 0 1 1 1 1 1 1 2 3 3 3 3 3 4 4 5 6 7 7 10 11 11 11 12 13 14 14
-56.5190009093724--33.3984464524318 15 1 1 1 1 1 1 2 2 3 3 3 3 3 4 4 5 6 7 8 11 11 11 12 13 13 14
-56.5202945--33.3961925 0 1 1 1 1 1 1 2 3 3 3 3 3 4 4 6 6 7 10 11 11 11 12 13 14 14 14
-56.5199229064054--33.3968399647143 0 1 1 1 1 1 1 1 3 3 3 3 3 4 4 5 6 7 8 11 11 11 12 13 13 14 14
-56.5195530499372--33.3974844026595 0 1 1 1 1 1 1 2 3 3 3 3 3 4 4 5 6 7 7 10 11 11 11 12 13 14 14
-56.5190009093724--33.3984464524318 0 1 1 1 1 1 1 2 2 3 3 3 3 3 4 4 5 6 7 8 11 11 11 12 13 13 14
-56.514975--33.3896106 42 1 1 1 1 1 1 1 1 3 3 3 4 6 7 8 9 11 12 13 13 14 14 14 14 14 14
-56.5165929--33.3909622 0 1 1 1 1 1 1 1 2 2 3 3 4 5 7 7 8 11 11 12 13 13 14 14 14 14 14
-56.499937--33.3931058 19 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 4 5 6 8 10 11 12 13 13 14
-56.4993848--33.3938583 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 3 5 6 8 9 10 11 12 13 13
-56.5024535--33.3895145 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 6 7 8 10 11 12 13 13 14 14 14
-56.5033624--33.3891452 0 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 6 8 9 11 12 13 13 13 14 14 14
-56.5040508--33.3888773 0 1 1 1 1 1 1 1 1 1 1 1 1 1 2 4 6 8 10 11 12 13 13 14 14 14 14
-56.5027191--33.3856857 0 1 1 1 1 1 1 1 1 1 1 1 1 3 3 4 6 9 11 13 13 14 14 14 14 14 14
-56.5058766--33.3846286 0 1 1 1 1 1 1 1 1 1 1 3 3 4 5 8 10 11 13 13 14 14 14 14 14 14 14
-56.5047111--33.3850154 0 1 1 1 1 1 1 1 1 1 1 1 3 3 4 6 9 11 13 13 14 14 14 14 14 14 14
-56.5026541--33.3800987 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 4 7 9 11 13 13 14 14 14 14
-56.510307--33.3809009 0 1 1 1 1 1 1 1 1 2 3 3 4 7 9 11 12 12 14 14 14 14 14 14 14 14 14
-56.5111545--33.3809982 0 1 1 1 1 1 1 1 1 3 3 4 5 9 11 11 12 12 14 14 14 14 14 14 14 14 14
-56.5123717--33.381266 0 1 1 1 1 1 1 1 3 3 4 5 7 10 11 12 12 13 14 14 14 14 14 14 14 14 14
-56.5135114--33.3739098 0 1 1 1 1 1 1 5 7 8 9 9 10 12 13 13 13 13 13 13 13 13 14 14 14 14 14
-56.5135114--33.3739098 0 1 1 1 1 1 1 5 7 8 9 9 10 12 13 13 13 13 13 13 13 13 14 14 14 14 14
-56.5135114--33.3739098 0 1 1 1 1 1 1 5 7 8 9 9 10 12 13 13 13 13 13 13 13 13 14 14 14 14 14
-56.5135114--33.3739098 0 1 1 1 1 1 1 5 7 8 9 9 10 12 13 13 13 13 13 13 13 13 14 14 14 14 14
-56.5185127--33.363602 0 1 1 2 2 3 6 7 7 7 9 9 10 10 11 11 11 12 12 12 13 13 13 13 13 13 13
-56.5178356--33.3662628 0 1 1 3 3 4 6 6 7 8 10 10 10 10 11 12 12 12 13 13 13 13 13 13 13 13 13
-56.5251938--33.3621773 0 1 1 1 1 1 1 6 7 8 8 9 10 11 11 11 11 11 12 12 12 13 13 13 13 13 13
-56.5345585--33.3759655 0 1 1 1 1 1 2 3 4 4 6 8 9 10 11 12 13 13 13 13 13 13 14 14 14 14 14
-56.5345625--33.3751712 0 1 1 1 1 1 3 3 4 5 6 8 9 10 11 12 13 13 13 13 13 13 14 14 14 14 14
-56.5349927--33.3781764 0 1 1 1 1 1 1 3 4 5 6 8 9 10 11 12 13 13 13 13 13 14 14 14 14 14 14
-56.5354583--33.3792611 0 1 1 1 1 1 1 2 4 5 6 7 9 9 11 11 12 13 13 13 14 14 14 14 14 14 14
-56.5354459--33.380224 0 1 1 1 1 1 1 2 5 5 6 8 9 9 11 11 12 13 13 13 14 14 14 14 14 14 14
-56.5351682--33.3806326 0 1 1 1 1 1 1 2 5 5 6 8 9 9 11 11 12 13 13 14 14 14 14 14 14 14 14
-56.534457--33.3816661 0 1 1 1 1 1 1 1 3 5 5 7 9 9 9 11 11 12 13 14 14 14 14 14 14 14 14
-56.5341036--33.3828675 0 1 1 1 1 1 1 2 3 4 6 7 9 9 9 10 12 13 14 14 14 14 14 14 14 14 14
-56.5334481--33.3837741 0 1 1 1 1 1 2 3 4 5 7 8 9 9 10 10 12 13 14 14 14 14 14 14 14 14 14
-56.5323493--33.3855363 0 1 1 1 1 1 2 2 4 5 5 7 8 9 9 10 11 13 14 14 14 14 14 14 14 14 14
-56.5315314--33.3868095 0 1 1 1 1 1 1 3 4 5 5 5 7 9 9 10 11 12 14 14 14 14 14 14 14 14 14
-56.5311558--33.3873939 0 1 1 1 1 1 1 3 4 5 5 5 8 9 9 11 12 13 14 14 14 14 14 14 14 14 14
-56.5315314--33.3868095 0 1 1 1 1 1 1 3 4 5 5 5 7 9 9 10 11 12 14 14 14 14 14 14 14 14 14
-56.5332375--33.3771962 0 1 1 1 1 1 3 4 4 6 8 8 10 11 12 13 13 13 13 13 13 14 14 14 14 14 14
-56.5377506--33.3813183 0 1 1 1 1 1 1 1 1 2 5 5 6 9 9 9 11 11 12 13 13 14 14 14 14 14 14
-56.5377506--33.3813183 5 1 1 1 1 1 1 1 1 2 5 5 6 9 9 9 11 11 12 13 13 14 14 14 14 14 14
-56.5390233--33.3813625 0 1 1 1 1 1 1 1 1 2 4 5 5 7 9 9 10 11 12 13 13 13 14 14 14 14 14
-56.5395695--33.3797396 0 1 1 1 1 1 1 1 1 1 3 5 5 6 9 9 10 11 12 13 13 13 14 14 14 14 14
-56.5379781--33.3798768 48 1 1 1 1 1 1 1 1 3 5 5 6 9 9 10 11 12 13 13 13 14 14 14 14 14 14
-56.5387129--33.3804549 79 1 1 1 1 1 1 1 1 1 3 5 5 6 9 9 9 11 12 13 13 13 14 14 14 14 14
-56.5474799--33.3816995 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 4 5 6 8 9 9 10 11 12 13 13
-56.5481558--33.3816231 71 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 5 5 7 9 9 9 11 12 13 13
-56.5367214--33.3830756 38 1 1 1 1 1 1 1 2 3 4 6 7 8 9 9 11 11 12 13 14 14 14 14 14 14 14
-56.5372318--33.3836472 148 1 1 1 1 1 1 1 2 3 4 5 7 8 9 9 10 11 12 13 14 14 14 14 14 14 14
-56.5299955--33.3862995 29 1 1 1 1 1 1 3 4 5 5 5 8 9 10 11 12 13 14 14 14 14 14 14 14 14 14
-56.5287101--33.386869 25 1 1 1 1 1 3 3 5 5 5 8 9 10 11 12 13 14 14 14 14 14 14 14 14 14 14
-56.5278362--33.3838035 0 1 1 1 1 2 3 5 5 6 9 10 10 11 12 12 14 14 14 14 14 14 14 14 14 14 14
-56.527169--33.3851362 27 1 1 1 1 2 3 4 5 6 6 9 10 10 11 13 14 14 14 14 14 14 14 14 14 14 14
-56.5227078--33.3704407 0 1 2 3 3 6 6 8 10 11 11 11 12 12 12 12 13 13 13 13 13 13 13 13 14 14 14
-56.521844--33.3708583 0 2 2 3 3 5 7 9 10 10 11 11 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14
-56.4978824--33.3789708 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 4 5 8 10 11 13 13 14
-56.5092596--33.3812772 65 1 1 1 1 1 1 1 1 1 3 3 4 5 8 10 11 12 12 14 14 14 14 14 14 14 14
-56.5375184--33.3990572 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 5 6 6 6 7 10 10 11 12 13 14
-56.5359584--33.3975778 0 1 1 1 1 1 1 1 1 1 2 2 2 2 2 5 6 6 6 9 10 11 11 12 13 14 14
-56.5386029--33.3953091 68 1 1 1 1 1 1 1 1 1 2 2 2 4 5 5 5 7 10 10 11 12 12 13 14 14 14
-56.5391677--33.3959045 88 1 1 1 1 1 1 1 1 1 1 2 2 4 4 5 5 6 9 10 11 11 12 13 14 14 14
-56.5402402--33.3951936 50 1 1 1 1 1 1 1 1 1 1 1 2 3 4 5 5 5 9 10 11 11 12 13 14 14 14
-56.5401991--33.3969216 126 1 1 1 1 1 1 1 1 1 1 1 2 2 4 5 5 5 7 10 10 11 11 12 13 14 14
-56.5399702--33.3967028 87 1 1 1 1 1 1 1 1 1 1 2 2 2 4 5 5 5 7 10 10 11 12 12 13 14 14
-56.5450458--33.3902027 2 1 1 1 1 1 1 1 1 1 1 2 2 3 4 5 6 6 7 9 9 11 12 13 14 14 14
-56.5411639--33.3958275 9 1 1 1 1 1 1 1 1 1 1 1 2 2 4 5 5 5 6 9 10 11 11 12 13 14 14
-56.5199484--33.3567461 115 1 1 1 1 1 1 1 1 1 1 2 3 7 8 8 9 9 10 11 11 11 11 12 12 12 13
-56.524446--33.3570759 0 1 1 1 1 1 1 1 1 1 3 6 8 8 9 9 10 11 11 11 11 12 12 12 13 13 13
-56.523597--33.3570628 0 1 1 1 1 1 1 1 1 1 1 6 7 8 8 9 10 11 11 11 11 11 12 12 12 13 13
-56.5228191--33.3570509 0 1 1 1 1 1 1 1 1 1 1 3 7 8 8 9 10 10 11 11 11 11 12 12 12 13 13
-56.5217621--33.3568592 0 1 1 1 1 1 1 1 1 1 1 1 7 7 8 8 9 10 11 11 11 11 12 12 12 12 13
-56.5199484--33.3567461 0 1 1 1 1 1 1 1 1 1 1 2 3 7 8 8 9 9 10 11 11 11 11 12 12 12 13
-56.5199608--33.3568811 0 1 1 1 1 1 1 1 1 1 1 2 3 7 8 8 9 9 10 11 11 11 11 12 12 12 13
-56.5153842--33.3766373 0 1 1 1 1 1 3 6 7 8 9 9 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-56.5151355--33.3753352 0 1 1 1 1 1 4 5 7 9 9 10 12 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-56.5166928--33.3784017 0 1 1 1 1 2 4 5 6 7 9 12 12 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-56.5186923--33.3816203 0 1 1 1 1 1 2 3 5 8 9 10 11 12 12 13 13 14 14 14 14 14 14 14 14 14 14
-56.5186222--33.3816505 0 1 1 1 1 1 2 3 5 8 9 10 11 12 12 13 13 14 14 14 14 14 14 14 14 14 14
-56.5197097--33.3832979 0 1 1 1 1 1 1 3 5 7 8 9 10 11 12 12 14 14 14 14 14 14 14 14 14 14 14
-56.5195583--33.3833665 0 1 1 1 1 1 1 3 5 7 7 9 10 11 12 12 14 14 14 14 14 14 14 14 14 14 14
-56.5211897--33.3857198 0 1 1 1 1 1 3 3 4 5 6 7 9 10 12 13 13 14 14 14 14 14 14 14 14 14 14
-56.5210499--33.3857903 0 1 1 1 1 1 3 3 4 5 6 7 8 10 12 13 13 14 14 14 14 14 14 14 14 14 14
-56.5227039--33.3881707 0 1 1 1 1 2 2 3 3 3 4 6 7 8 11 11 12 13 13 14 14 14 14 14 14 14 14
-56.5225545--33.3882383 0 1 1 1 1 2 2 3 3 3 4 6 7 8 11 11 12 13 13 14 14 14 14 14 14 14 14
-56.5240284--33.3906944 0 1 1 1 2 2 2 2 3 3 4 6 7 7 10 11 11 12 13 13 14 14 14 14 14 14 14
-56.5245--33.3909488 0 1 1 1 2 2 2 2 3 3 3 6 7 7 10 11 11 12 12 13 14 14 14 14 14 14 14
-56.5298837--33.3815199 13 1 1 1 1 3 4 4 7 9 9 9 10 10 12 13 13 14 14 14 14 14 14 14 14 14 14
-56.5303535--33.3844658 0 1 1 1 1 1 1 2 2 4 5 5 7 8 9 9 10 10 13 14 14 14 14 14 14 14 14
-56.5282017--33.3826049 6 1 1 1 1 3 4 4 5 9 9 10 10 11 12 13 13 14 14 14 14 14 14 14 14 14 14
-56.5282595--33.3857348 38 1 1 1 1 1 3 5 5 5 8 9 10 10 11 13 14 14 14 14 14 14 14 14 14 14 14
-56.5283805--33.3846148 0 1 1 1 1 1 3 5 5 6 9 9 10 11 12 13 14 14 14 14 14 14 14 14 14 14 14
-56.5276341--33.3880937 0 1 1 1 1 2 3 3 4 5 5 6 9 11 11 12 12 13 14 14 14 14 14 14 14 14 14
