NodesOrigin NodeDestination TravelTime
-55.533162--30.9125402 -55.5408345--30.8994459 2156.773848938633
-55.533162--30.9125402 -55.5479583--30.8988977 2463.3133572544875
-55.5248659--30.9039028 -55.5408045--30.8940981 2061.6632028386584
-55.5248659--30.9039028 -55.5429827--30.8975041 2075.8779781278186
-55.5248659--30.9039028 -55.5446627--30.9072855 2656.656605635398
-55.5248659--30.9039028 -55.555358--30.8917376 3485.4154546779523
-55.5248659--30.9039028 -55.5367526--30.9026954 1460.6266495311502
-55.5248659--30.9039028 -55.5458412--30.908663 2851.1534051925187
-55.5248659--30.9039028 -55.5480177--30.9348957 4512.106804186153
-55.5248659--30.9039028 -55.5432647--30.9046453 2378.425311939939
-55.5248659--30.9039028 -55.5387842--30.8983692 1659.5148049197562
-55.5248659--30.9039028 -55.535206--30.8968925 1429.318687890863
-55.5248659--30.9039028 -55.5408345--30.8994459 1881.2214836698581
-55.5248659--30.9039028 -55.5479583--30.8988977 2762.6379137202316
-55.532248--30.9194463 -55.5408045--30.8940981 3697.777212077961
-55.532248--30.9194463 -55.5429827--30.8975041 3477.2854693273225
-55.532248--30.9194463 -55.5446627--30.9072855 2080.505777018141
-55.532248--30.9194463 -55.555358--30.8917376 4733.26570239803
-55.532248--30.9194463 -55.5367526--30.9026954 2504.634763099273
-55.532248--30.9194463 -55.5458412--30.908663 2021.038931693679
-55.532248--30.9194463 -55.5480177--30.9348957 2838.1912601854374
-55.532248--30.9194463 -55.5432647--30.9046453 2432.5926481657593
-55.532248--30.9194463 -55.5387842--30.8983692 3140.9019198830265
-55.532248--30.9194463 -55.535206--30.8968925 3075.2874386475814
-55.532248--30.9194463 -55.5408345--30.8994459 3110.0335912897017
-55.532248--30.9194463 -55.5479583--30.8988977 3416.573099605557
-55.5313865--30.9182434 -55.5408045--30.8940981 3540.9277450138543
-55.5313865--30.9182434 -55.5429827--30.8975041 3320.436002263216
-55.5313865--30.9182434 -55.5446627--30.9072855 1923.6563099540347
-55.5313865--30.9182434 -55.555358--30.8917376 4576.416235333923
-55.5313865--30.9182434 -55.5367526--30.9026954 2347.785296035167
-55.5313865--30.9182434 -55.5458412--30.908663 2118.153109511155
-55.5313865--30.9182434 -55.5480177--30.9348957 2995.0407272495445
-55.5313865--30.9182434 -55.5432647--30.9046453 2275.7431811016527
-55.5313865--30.9182434 -55.5387842--30.8983692 2984.05245281892
-55.5313865--30.9182434 -55.535206--30.8968925 2918.437971583475
-55.5313865--30.9182434 -55.5408345--30.8994459 2953.184124225595
-55.5313865--30.9182434 -55.5479583--30.8988977 3259.72363254145
-55.5311297--30.9110767 -55.5408045--30.8940981 2642.981126478624
-55.5311297--30.9110767 -55.5429827--30.8975041 2422.489383727985
-55.5311297--30.9110767 -55.5446627--30.9072855 1576.567476392721
-55.5311297--30.9110767 -55.555358--30.8917376 3680.091074260517
-55.5311297--30.9110767 -55.5367526--30.9026954 1450.623520529127
-55.5311297--30.9110767 -55.5458412--30.908663 1771.0642759498414
-55.5311297--30.9110767 -55.5480177--30.9348957 3417.4398730627126
-55.5311297--30.9110767 -55.5432647--30.9046453 1563.1932967353232
-55.5311297--30.9110767 -55.5387842--30.8983692 2086.1058342836895
-55.5311297--30.9110767 -55.535206--30.8968925 2020.491353048244
-55.5311297--30.9110767 -55.5408345--30.8994459 2055.237505690365
-55.5311297--30.9110767 -55.5479583--30.8988977 2362.5618570354104
-55.544688--30.9119264 -55.5408045--30.8940981 2471.510791024346
-55.544688--30.9119264 -55.5429827--30.8975041 2034.9664203062187
-55.544688--30.9119264 -55.5446627--30.9072855 680.0501894613908
-55.544688--30.9119264 -55.555358--30.8917376 3263.6262291783582
-55.544688--30.9119264 -55.5367526--30.9026954 1379.556154905799
-55.544688--30.9119264 -55.5458412--30.908663 485.5533899042703
-55.544688--30.9119264 -55.5480177--30.9348957 3209.7198670277926
-55.544688--30.9119264 -55.5432647--30.9046453 1020.2670749947279
-55.544688--30.9119264 -55.5387842--30.8983692 1837.3606752655915
-55.544688--30.9119264 -55.535206--30.8968925 1992.255027309509
-55.544688--30.9119264 -55.5408345--30.8994459 1682.2682580238447
-55.544688--30.9119264 -55.5479583--30.8988977 1948.6938045770958
-55.5455606--30.9114488 -55.5408045--30.8940981 2372.70994244614
-55.5455606--30.9114488 -55.5429827--30.8975041 1936.165571728013
-55.5455606--30.9114488 -55.5446627--30.9072855 581.2493408831851
-55.5455606--30.9114488 -55.555358--30.8917376 3164.8253806001526
-55.5455606--30.9114488 -55.5367526--30.9026954 1476.237413167755
-55.5455606--30.9114488 -55.5458412--30.908663 386.7525413260646
-55.5455606--30.9114488 -55.5480177--30.9348957 3308.5207156059982
-55.5455606--30.9114488 -55.5432647--30.9046453 921.466226416522
-55.5455606--30.9114488 -55.5387842--30.8983692 1738.5598266873856
-55.5455606--30.9114488 -55.535206--30.8968925 1893.4541787313033
-55.5455606--30.9114488 -55.5408345--30.8994459 1583.467409445639
-55.5455606--30.9114488 -55.5479583--30.8988977 1849.89295599889
-55.5384828--30.9197481 -55.5408045--30.8940981 3599.9748676546365
-55.5384828--30.9197481 -55.5429827--30.8975041 3289.334395600005
-55.5384828--30.9197481 -55.5446627--30.9072855 1931.4069654299208
-55.5384828--30.9197481 -55.555358--30.8917376 4517.994204472144
-55.5384828--30.9197481 -55.5367526--30.9026954 2380.730076669252
-55.5384828--30.9197481 -55.5458412--30.908663 1739.9213651980567
-55.5384828--30.9197481 -55.5480177--30.9348957 2083.288788170247
-55.5384828--30.9197481 -55.5432647--30.9046453 2274.635050288514
-55.5384828--30.9197481 -55.5387842--30.8983692 3043.099575459702
-55.5384828--30.9197481 -55.535206--30.8968925 2977.485094224257
-55.5384828--30.9197481 -55.5408345--30.8994459 2936.6362333176303
-55.5384828--30.9197481 -55.5479583--30.8988977 3203.0617798708818
-55.5351043--30.9195851 -55.5408045--30.8940981 3723.8562405059374
-55.5351043--30.9195851 -55.5429827--30.8975041 3413.2157684513068
-55.5351043--30.9195851 -55.5446627--30.9072855 2055.288338281222
-55.5351043--30.9195851 -55.555358--30.8917376 4641.875577323445
-55.5351043--30.9195851 -55.5367526--30.9026954 2504.6114495205525
-55.5351043--30.9195851 -55.5458412--30.908663 1863.8027380493581
-55.5351043--30.9195851 -55.5480177--30.9348957 2492.0206085982363
-55.5351043--30.9195851 -55.5432647--30.9046453 2398.5164231398153
-55.5351043--30.9195851 -55.5387842--30.8983692 3166.980948311003
-55.5351043--30.9195851 -55.535206--30.8968925 3101.366467075558
-55.5351043--30.9195851 -55.5408345--30.8994459 3060.5176061689326
-55.5351043--30.9195851 -55.5479583--30.8988977 3326.9431527221836
-55.5602742--30.8902121 -55.5408045--30.8940981 2403.2067796455544
-55.5602742--30.8902121 -55.5429827--30.8975041 1994.1343168117369
-55.5602742--30.8902121 -55.5446627--30.9072855 3040.0728719935337
-55.5602742--30.8902121 -55.555358--30.8917376 587.6815888521907
-55.5602742--30.8902121 -55.5367526--30.9026954 2640.7968936736047
-55.5602742--30.8902121 -55.5458412--30.908663 3205.5492994552496
-55.5602742--30.8902121 -55.5480177--30.9348957 6510.973636321851
-55.5602742--30.8902121 -55.5432647--30.9046453 2697.3054055309844
-55.5602742--30.8902121 -55.5387842--30.8983692 2492.4684828618756
-55.5602742--30.8902121 -55.535206--30.8968925 3009.4601926138816
-55.5602742--30.8902121 -55.5408345--30.8994459 2215.1767134822967
-55.5602742--30.8902121 -55.5479583--30.8988977 1702.6284363929535
-55.5592946--30.8885449 -55.5408045--30.8940981 2221.534934744306
-55.5592946--30.8885449 -55.5429827--30.8975041 2011.370449343411
-55.5592946--30.8885449 -55.5446627--30.9072855 3260.4878544717294
-55.5592946--30.8885449 -55.555358--30.8917376 606.6803426628721
-55.5592946--30.8885449 -55.5367526--30.9026954 2851.1116947424116
-55.5592946--30.8885449 -55.5458412--30.908663 3425.9642819334454
-55.5592946--30.8885449 -55.5480177--30.9348957 6731.388618800045
-55.5592946--30.8885449 -55.5432647--30.9046453 2917.72038800918
-55.5592946--30.8885449 -55.5387842--30.8983692 2331.970050868462
-55.5592946--30.8885449 -55.535206--30.8968925 2848.4149255236916
-55.5592946--30.8885449 -55.5408345--30.8994459 2232.412846013971
-55.5592946--30.8885449 -55.5479583--30.8988977 1923.0434188711492
-55.5376067--30.9208473 -55.5408045--30.8940981 3784.545352903084
-55.5376067--30.9208473 -55.5429827--30.8975041 3473.904880848453
-55.5376067--30.9208473 -55.5446627--30.9072855 2115.9774506783688
-55.5376067--30.9208473 -55.555358--30.8917376 4702.564689720592
-55.5376067--30.9208473 -55.5367526--30.9026954 2565.3005619176993
-55.5376067--30.9208473 -55.5458412--30.908663 1924.491850446505
-55.5376067--30.9208473 -55.5480177--30.9348957 2103.7316283079085
-55.5376067--30.9208473 -55.5432647--30.9046453 2459.205535536962
-55.5376067--30.9208473 -55.5387842--30.8983692 3227.67006070815
-55.5376067--30.9208473 -55.535206--30.8968925 3162.0555794727047
-55.5376067--30.9208473 -55.5408345--30.8994459 3121.206718566079
-55.5376067--30.9208473 -55.5479583--30.8988977 3387.63226511933
-55.5382056--30.9189272 -55.5408045--30.8940981 3505.1848231968575
-55.5382056--30.9189272 -55.5429827--30.8975041 3194.5443511422263
-55.5382056--30.9189272 -55.5446627--30.9072855 1836.6169209721415
-55.5382056--30.9189272 -55.555358--30.8917376 4423.204160014366
-55.5382056--30.9189272 -55.5367526--30.9026954 2285.940032211473
-55.5382056--30.9189272 -55.5458412--30.908663 1645.1313207402777
-55.5382056--30.9189272 -55.5480177--30.9348957 2177.1593345895662
-55.5382056--30.9189272 -55.5432647--30.9046453 2179.845005830735
-55.5382056--30.9189272 -55.5387842--30.8983692 2948.309531001923
-55.5382056--30.9189272 -55.535206--30.8968925 2882.695049766478
-55.5382056--30.9189272 -55.5408345--30.8994459 2841.8461888598513
-55.5382056--30.9189272 -55.5479583--30.8988977 3108.271735413103
-55.5379198--30.918084 -55.5408045--30.8940981 3407.791091457159
-55.5379198--30.918084 -55.5429827--30.8975041 3097.1506194025283
-55.5379198--30.918084 -55.5446627--30.9072855 1739.2231892324435
-55.5379198--30.918084 -55.555358--30.8917376 4325.810428274667
-55.5379198--30.918084 -55.5367526--30.9026954 2188.546300471775
-55.5379198--30.918084 -55.5458412--30.908663 1547.7375890005796
-55.5379198--30.918084 -55.5480177--30.9348957 2274.3884366428674
-55.5379198--30.918084 -55.5432647--30.9046453 2082.451274091037
-55.5379198--30.918084 -55.5387842--30.8983692 2850.9157992622245
-55.5379198--30.918084 -55.535206--30.8968925 2785.3013180267794
-55.5379198--30.918084 -55.5408345--30.8994459 2744.4524571201528
-55.5379198--30.918084 -55.5479583--30.8988977 3010.878003673405
-55.5362855--30.9227688 -55.5408045--30.8940981 4094.4459223403437
-55.5362855--30.9227688 -55.5429827--30.8975041 3783.8054502857126
-55.5362855--30.9227688 -55.5446627--30.9072855 2425.878020115628
-55.5362855--30.9227688 -55.555358--30.8917376 5012.465259157851
-55.5362855--30.9227688 -55.5367526--30.9026954 2875.2011313549583
-55.5362855--30.9227688 -55.5458412--30.908663 2234.392419883764
-55.5362855--30.9227688 -55.5480177--30.9348957 2447.8453345718626
-55.5362855--30.9227688 -55.5432647--30.9046453 2769.106104974221
-55.5362855--30.9227688 -55.5387842--30.8983692 3537.5706301454093
-55.5362855--30.9227688 -55.535206--30.8968925 3471.956148909964
-55.5362855--30.9227688 -55.5408345--30.8994459 3431.107288003338
-55.5362855--30.9227688 -55.5479583--30.8988977 3697.5328345565895
-55.5381805--30.9094875 -55.5408045--30.8940981 2290.660443797564
-55.5381805--30.9094875 -55.5429827--30.8975041 1975.3052061885023
-55.5381805--30.9094875 -55.5446627--30.9072855 763.4444931606613
-55.5381805--30.9094875 -55.555358--30.8917376 3208.2207457537684
-55.5381805--30.9094875 -55.5367526--30.9026954 990.8451207029441
-55.5381805--30.9094875 -55.5458412--30.908663 957.9412927177818
-55.5381805--30.9094875 -55.5480177--30.9348957 3144.3405357313973
-55.5381805--30.9094875 -55.5432647--30.9046453 896.9932837486606
-55.5381805--30.9094875 -55.5387842--30.8983692 1701.5187218905196
-55.5381805--30.9094875 -55.535206--30.8968925 1668.170670367184
-55.5381805--30.9094875 -55.5408345--30.8994459 1600.0347027505927
-55.5381805--30.9094875 -55.5479583--30.8988977 1890.6915285286618
-55.5659549--30.8924943 -55.5408045--30.8940981 3147.6973602270505
-55.5659549--30.8924943 -55.5429827--30.8975041 2736.740250112866
-55.5659549--30.8924943 -55.5446627--30.9072855 3187.694032139712
-55.5659549--30.8924943 -55.555358--30.8917376 1340.229724978635
-55.5659549--30.8924943 -55.5367526--30.9026954 3382.788491718968
-55.5659549--30.8924943 -55.5458412--30.908663 3353.170459601428
-55.5659549--30.8924943 -55.5480177--30.9348957 6658.594796468029
-55.5659549--30.8924943 -55.5432647--30.9046453 2845.6441780824107
-55.5659549--30.8924943 -55.5387842--30.8983692 3235.0744161630046
-55.5659549--30.8924943 -55.535206--30.8968925 3752.0661259150106
-55.5659549--30.8924943 -55.5408345--30.8994459 2957.782646783425
-55.5659549--30.8924943 -55.5479583--30.8988977 2053.017762688735
-55.5680994--30.8924951 -55.5408045--30.8940981 3392.537122628714
-55.5680994--30.8924951 -55.5429827--30.8975041 2981.58001251453
-55.5680994--30.8924951 -55.5446627--30.9072855 3432.5337945413753
-55.5680994--30.8924951 -55.555358--30.8917376 1585.0694873802984
-55.5680994--30.8924951 -55.5367526--30.9026954 3627.628254120631
-55.5680994--30.8924951 -55.5458412--30.908663 3598.0102220030913
-55.5680994--30.8924951 -55.5480177--30.9348957 6903.434558869692
-55.5680994--30.8924951 -55.5432647--30.9046453 3090.483940484074
-55.5680994--30.8924951 -55.5387842--30.8983692 3479.914178564669
-55.5680994--30.8924951 -55.535206--30.8968925 3996.905888316675
-55.5680994--30.8924951 -55.5408345--30.8994459 3202.6224091850895
-55.5680994--30.8924951 -55.5479583--30.8988977 2297.857525090398
-55.5661215--30.8925697 -55.5408045--30.8940981 3165.6864504212704
-55.5661215--30.8925697 -55.5429827--30.8975041 2754.7293403070867
-55.5661215--30.8925697 -55.5446627--30.9072855 3205.683122333932
-55.5661215--30.8925697 -55.555358--30.8917376 1358.2188151728553
-55.5661215--30.8925697 -55.5367526--30.9026954 3400.7775819131884
-55.5661215--30.8925697 -55.5458412--30.908663 3371.1595497956478
-55.5661215--30.8925697 -55.5480177--30.9348957 6676.583886662249
-55.5661215--30.8925697 -55.5432647--30.9046453 2863.633268276631
-55.5661215--30.8925697 -55.5387842--30.8983692 3253.0635063572254
-55.5661215--30.8925697 -55.535206--30.8968925 3770.0552161092314
-55.5661215--30.8925697 -55.5408345--30.8994459 2975.771736977646
-55.5661215--30.8925697 -55.5479583--30.8988977 2071.0068528829547
-55.5220626--30.9051005 -55.5408045--30.8940981 2373.3224926486982
-55.5220626--30.9051005 -55.5429827--30.8975041 2387.537267937858
-55.5220626--30.9051005 -55.5446627--30.9072855 2968.315895445438
-55.5220626--30.9051005 -55.555358--30.8917376 3797.074744487991
-55.5220626--30.9051005 -55.5367526--30.9026954 1772.28593934119
-55.5220626--30.9051005 -55.5458412--30.908663 3162.8126950025585
-55.5220626--30.9051005 -55.5480177--30.9348957 4810.833994592065
-55.5220626--30.9051005 -55.5432647--30.9046453 2690.084601749979
-55.5220626--30.9051005 -55.5387842--30.8983692 1971.174094729796
-55.5220626--30.9051005 -55.535206--30.8968925 1740.9779777009028
-55.5220626--30.9051005 -55.5408345--30.8994459 2192.880773479898
-55.5220626--30.9051005 -55.5479583--30.8988977 3074.297203530271
-55.5204083--30.9049181 -55.5408045--30.8940981 2555.5610767312414
-55.5204083--30.9049181 -55.5429827--30.8975041 2742.1520523653116
-55.5204083--30.9049181 -55.5446627--30.9072855 3322.9306798728917
-55.5204083--30.9049181 -55.555358--30.8917376 4151.689528915445
-55.5204083--30.9049181 -55.5367526--30.9026954 2126.9007237686437
-55.5204083--30.9049181 -55.5458412--30.908663 3517.4274794300122
-55.5204083--30.9049181 -55.5480177--30.9348957 5203.058087801306
-55.5204083--30.9049181 -55.5432647--30.9046453 3044.699386177432
-55.5204083--30.9049181 -55.5387842--30.8983692 2325.7888791572495
-55.5204083--30.9049181 -55.535206--30.8968925 1923.2165617834464
-55.5204083--30.9049181 -55.5408345--30.8994459 2547.4955579073517
-55.5204083--30.9049181 -55.5479583--30.8988977 3428.9119879577247
-55.5219947--30.9020926 -55.5408045--30.8940981 2108.1833213889054
-55.5219947--30.9020926 -55.5429827--30.8975041 2294.7742970229747
-55.5219947--30.9020926 -55.5446627--30.9072855 2875.5529245305547
-55.5219947--30.9020926 -55.555358--30.8917376 3704.311773573108
-55.5219947--30.9020926 -55.5367526--30.9026954 1679.5229684263065
-55.5219947--30.9020926 -55.5458412--30.908663 3070.0497240876753
-55.5219947--30.9020926 -55.5480177--30.9348957 4755.680332458969
-55.5219947--30.9020926 -55.5432647--30.9046453 2597.321630835095
-55.5219947--30.9020926 -55.5387842--30.8983692 1878.4111238149126
-55.5219947--30.9020926 -55.535206--30.8968925 1475.83880644111
-55.5219947--30.9020926 -55.5408345--30.8994459 2100.1178025650147
-55.5219947--30.9020926 -55.5479583--30.8988977 2981.5342326153877
-55.555358--30.8917376 -55.5408045--30.8940981 1815.8101792703098
-55.555358--30.8917376 -55.5429827--30.8975041 1409.5374765501335
-55.555358--30.8917376 -55.5446627--30.9072855 2654.973652825689
-55.555358--30.8917376 -55.555358--30.8917376 0
-55.555358--30.8917376 -55.5367526--30.9026954 2249.278721949134
-55.555358--30.8917376 -55.5458412--30.908663 2820.450080287405
-55.555358--30.8917376 -55.5480177--30.9348957 6125.874417154006
-55.555358--30.8917376 -55.5432647--30.9046453 2312.206186363139
-55.555358--30.8917376 -55.5387842--30.8983692 1907.8716426002718
-55.555358--30.8917376 -55.535206--30.8968925 2424.863352352278
-55.555358--30.8917376 -55.5408345--30.8994459 1630.5798732206931
-55.555358--30.8917376 -55.5479583--30.8988977 1317.529217225108
-55.5469541--30.8892166 -55.5408045--30.8940981 856.3543123540312
-55.5469541--30.8892166 -55.5429827--30.8975041 1445.0799052346476
-55.5469541--30.8892166 -55.5446627--30.9072855 2700.5115856843936
-55.5469541--30.8892166 -55.555358--30.8917376 1193.020456598622
-55.5469541--30.8892166 -55.5367526--30.9026954 2228.926271027519
-55.5469541--30.8892166 -55.5458412--30.908663 2865.9880131461096
-55.5469541--30.8892166 -55.5480177--30.9348957 6171.41235001271
-55.5469541--30.8892166 -55.5432647--30.9046453 2353.7473082506285
-55.5469541--30.8892166 -55.5387842--30.8983692 1557.0468509923878
-55.5469541--30.8892166 -55.535206--30.8968925 1439.8903107050628
-55.5469541--30.8892166 -55.5408345--30.8994459 1658.6848809967696
-55.5469541--30.8892166 -55.5479583--30.8988977 1366.8235630872546
-55.5328637--30.9080111 -55.5408045--30.8940981 2120.9173056097734
-55.5328637--30.9080111 -55.5429827--30.8975041 1900.4255628591347
-55.5328637--30.9080111 -55.5446627--30.9072855 1508.1974869644446
-55.5328637--30.9080111 -55.555358--30.8917376 3163.753558042207
-55.5328637--30.9080111 -55.5367526--30.9026954 928.1168785299587
-55.5328637--30.9080111 -55.5458412--30.908663 1702.6942865215651
-55.5328637--30.9080111 -55.5480177--30.9348957 3381.9660085641463
-55.5328637--30.9080111 -55.5432647--30.9046453 1235.9944855501649
-55.5328637--30.9080111 -55.5387842--30.8983692 1564.042013414839
-55.5328637--30.9080111 -55.535206--30.8968925 1498.4275321793934
-55.5328637--30.9080111 -55.5408345--30.8994459 1533.1736848215141
-55.5328637--30.9080111 -55.5479583--30.8988977 1856.5385770823498
-55.5532553--30.8852945 -55.5408045--30.8940981 1606.6625344414515
-55.5532553--30.8852945 -55.5429827--30.8975041 2195.388127322068
-55.5532553--30.8852945 -55.5446627--30.9072855 3450.819807771814
-55.5532553--30.8852945 -55.555358--30.8917376 912.769140154834
-55.5532553--30.8852945 -55.5367526--30.9026954 2979.2344931149396
-55.5532553--30.8852945 -55.5458412--30.908663 3616.29623523353
-55.5532553--30.8852945 -55.5480177--30.9348957 6921.72057210013
-55.5532553--30.8852945 -55.5432647--30.9046453 3104.0555303380493
-55.5532553--30.8852945 -55.5387842--30.8983692 2307.3550730798083
-55.5532553--30.8852945 -55.535206--30.8968925 2190.198532792483
-55.5532553--30.8852945 -55.5408345--30.8994459 2408.99310308419
-55.5532553--30.8852945 -55.5479583--30.8988977 2117.131785174675
-55.5478711--30.9092608 -55.5408045--30.8940981 2068.779947331052
-55.5478711--30.9092608 -55.5429827--30.8975041 1632.235576612925
-55.5478711--30.9092608 -55.5446627--30.9072855 492.7044743381361
-55.5478711--30.9092608 -55.555358--30.8917376 2860.8953854850643
-55.5478711--30.9092608 -55.5367526--30.9026954 1691.3522067897231
-55.5478711--30.9092608 -55.5458412--30.908663 316.3789081398869
-55.5478711--30.9092608 -55.5480177--30.9348957 3381.522005629717
-55.5478711--30.9092608 -55.5432647--30.9046453 771.997893554154
-55.5478711--30.9092608 -55.5387842--30.8983692 1587.8961531490334
-55.5478711--30.9092608 -55.535206--30.8968925 2105.6275686409876
-55.5478711--30.9092608 -55.5408345--30.8994459 1279.537414330551
-55.5478711--30.9092608 -55.5479583--30.8988977 1545.9629608838022
-55.5489429--30.9067867 -55.5408045--30.8940981 1889.3542621232893
-55.5489429--30.9067867 -55.5429827--30.8975041 1403.305739190666
-55.5489429--30.9067867 -55.5446627--30.9072855 459.69167022619695
-55.5489429--30.9067867 -55.555358--30.8917376 2490.163471427421
-55.5489429--30.9067867 -55.5367526--30.9026954 1653.4946618312317
-55.5489429--30.9067867 -55.5458412--30.908663 396.09116851155295
-55.5489429--30.9067867 -55.5480177--30.9348957 3672.0245710436416
-55.5489429--30.9067867 -55.5432647--30.9046453 734.1403485956625
-55.5489429--30.9067867 -55.5387842--30.8983692 1550.038608190542
-55.5489429--30.9067867 -55.535206--30.8968925 2067.7700236824962
-55.5489429--30.9067867 -55.5408345--30.8994459 1241.6798693720596
-55.5489429--30.9067867 -55.5479583--30.8988977 1183.0544924526375
-55.546056--30.894523 -55.5408045--30.8940981 704.0545912747593
-55.546056--30.894523 -55.5429827--30.8975041 684.0001548348878
-55.546056--30.894523 -55.5446627--30.9072855 1939.4318352846337
-55.546056--30.894523 -55.555358--30.8917376 1119.742898772208
-55.546056--30.894523 -55.5367526--30.9026954 1523.7414002338878
-55.546056--30.894523 -55.5458412--30.908663 2104.90826274635
-55.546056--30.894523 -55.5480177--30.9348957 5410.33259961295
-55.546056--30.894523 -55.5432647--30.9046453 1592.667557850869
-55.546056--30.894523 -55.5387842--30.8983692 1004.5997563599387
-55.546056--30.894523 -55.535206--30.8968925 1332.354349140619
-55.546056--30.894523 -55.5408345--30.8994459 905.0425515054472
-55.546056--30.894523 -55.5479583--30.8988977 605.7438126874945
-55.5417358--30.8989553 -55.5408045--30.8940981 708.8516289755805
-55.5417358--30.8989553 -55.5429827--30.8975041 284.3917011981548
-55.5417358--30.8989553 -55.5446627--30.9072855 1172.6129939443442
-55.5417358--30.8989553 -55.555358--30.8917376 1528.6806506752675
-55.5417358--30.8989553 -55.5367526--30.9026954 720.5980712738664
-55.5417358--30.8989553 -55.5458412--30.908663 1338.3484281758167
-55.5417358--30.8989553 -55.5480177--30.9348957 4643.772765042415
-55.5417358--30.8989553 -55.5432647--30.9046453 815.7807263323267
-55.5417358--30.8989553 -55.5387842--30.8983692 407.26721096625636
-55.5417358--30.8989553 -55.535206--30.8968925 924.2589207182627
-55.5417358--30.8989553 -55.5408345--30.8994459 101.8992225454256
-55.5417358--30.8989553 -55.5479583--30.8988977 805.9031097175475
-55.5239678--30.9055518 -55.5408045--30.8940981 2351.3202642817582
-55.5239678--30.9055518 -55.5429827--30.8975041 2257.7298160835758
-55.5239678--30.9055518 -55.5446627--30.9072855 2711.6208444326503
-55.5239678--30.9055518 -55.555358--30.8917376 3667.2672926337095
-55.5239678--30.9055518 -55.5367526--30.9026954 1569.3398252347774
-55.5239678--30.9055518 -55.5458412--30.908663 2906.117643989771
-55.5239678--30.9055518 -55.5480177--30.9348957 4552.493241102643
-55.5239678--30.9055518 -55.5432647--30.9046453 2480.025505467435
-55.5239678--30.9055518 -55.5387842--30.8983692 1841.366642875514
-55.5239678--30.9055518 -55.535206--30.8968925 1718.9757493339628
-55.5239678--30.9055518 -55.5408345--30.8994459 2042.3870595885237
-55.5239678--30.9055518 -55.5479583--30.8988977 2900.3340069580036
-55.5317022--30.9018898 -55.5408045--30.8940981 1419.9990686644646
-55.5317022--30.9018898 -55.5429827--30.8975041 1280.8235582809555
-55.5317022--30.9018898 -55.5446627--30.9072855 1861.6021857885353
-55.5317022--30.9018898 -55.555358--30.8917376 2690.361034831088
-55.5317022--30.9018898 -55.5367526--30.9026954 665.5722296842871
-55.5317022--30.9018898 -55.5458412--30.908663 2056.098985345656
-55.5317022--30.9018898 -55.5480177--30.9348957 4198.530947018033
-55.5317022--30.9018898 -55.5432647--30.9046453 1583.370892093076
-55.5317022--30.9018898 -55.5387842--30.8983692 864.460385072893
-55.5317022--30.9018898 -55.535206--30.8968925 795.5106594297497
-55.5317022--30.9018898 -55.5408345--30.8994459 1086.167063822995
-55.5317022--30.9018898 -55.5479583--30.8988977 1967.583493873369
-55.5302822--30.9043148 -55.5408045--30.8940981 1685.8455234249618
-55.5302822--30.9043148 -55.5429827--30.8975041 1539.1403486421152
-55.5302822--30.9043148 -55.5446627--30.9072855 1979.941763302052
-55.5302822--30.9043148 -55.555358--30.8917376 2890.0699900541154
-55.5302822--30.9043148 -55.5367526--30.9026954 795.9640299328312
-55.5302822--30.9043148 -55.5458412--30.908663 2174.4385628591726
-55.5302822--30.9043148 -55.5480177--30.9348957 3860.7878730066623
-55.5302822--30.9043148 -55.5432647--30.9046453 1706.6497101654886
-55.5302822--30.9043148 -55.5387842--30.8983692 1128.9702312300271
-55.5302822--30.9043148 -55.535206--30.8968925 1063.3557499945816
-55.5302822--30.9043148 -55.5408345--30.8994459 1259.4901168334231
-55.5302822--30.9043148 -55.5479583--30.8988977 2126.9582116560578
-55.5312859--30.9041936 -55.5408045--30.8940981 1634.120989971365
-55.5312859--30.9041936 -55.5429827--30.8975041 1493.6088709844923
-55.5312859--30.9041936 -55.5446627--30.9072855 2074.3874984920726
-55.5312859--30.9041936 -55.555358--30.8917376 2903.146347534625
-55.5312859--30.9041936 -55.5367526--30.9026954 878.3575423878242
-55.5312859--30.9041936 -55.5458412--30.908663 2268.884298049193
-55.5312859--30.9041936 -55.5480177--30.9348957 3976.2321144885636
-55.5312859--30.9041936 -55.5432647--30.9046453 1796.1562047966133
-55.5312859--30.9041936 -55.5387842--30.8983692 1077.24569777643
-55.5312859--30.9041936 -55.535206--30.8968925 1011.6312165409847
-55.5312859--30.9041936 -55.5408345--30.8994459 1298.9523765265321
-55.5312859--30.9041936 -55.5479583--30.8988977 2180.3688065769056
-55.5158951--30.9073759 -55.5408045--30.8940981 3199.2907391308618
-55.5158951--30.9073759 -55.5429827--30.8975041 3386.16927095648
-55.5158951--30.9073759 -55.5446627--30.9072855 3671.129333909219
-55.5158951--30.9073759 -55.555358--30.8917376 4770.364998218376
-55.5158951--30.9073759 -55.5367526--30.9026954 2537.952335625408
-55.5158951--30.9073759 -55.5458412--30.908663 3865.6261334663395
-55.5158951--30.9073759 -55.5480177--30.9348957 5489.322710771356
-55.5158951--30.9073759 -55.5432647--30.9046453 3448.6380158580655
-55.5158951--30.9073759 -55.5387842--30.8983692 2969.8060977484174
-55.5158951--30.9073759 -55.535206--30.8968925 2566.9462241830665
-55.5158951--30.9073759 -55.5408345--30.8994459 3139.7851249976816
-55.5158951--30.9073759 -55.5479583--30.8988977 3868.946517348634
