codcomp,dpto,secc,segm,zona,codloc,nomdpto,nomloc,V_TOT,x,V_TOT_DES,V_PAR,V_PAR_OC,V_PAR_MA,V_PAR_DES,V_COL,V_COL_OC,V_COL_DES,H_TOT,H_PAR,H_PAR_MA,H_COL,P_TOT,P_TOT_HOM,P_TOT_MUJ,P_TOT_PAR,P_HOM_PAR,P_MUJ_PAR,P_TOT_MA,P_HOM_MA,P_MUJ_MA,P_TOT_COL,P_HOM_COL,P_MUJ_COL,BARRIO85,COD_BARRIO,SECPOL_10,CCZ10,CCZ04
1201218034,12,1,218,34,12320,RIO NEGRO,FRAY BENTOS,70,60,10,70,60,0,10,0,0,0,63,63,0,0,232,114,118,232,114,118,0,0,0,0,0,0, ,0,2,0,0
1201218035,12,1,218,35,12320,RIO NEGRO,FRAY BENTOS,69,62,7,69,62,0,7,0,0,0,65,65,0,0,176,88,88,176,88,88,0,0,0,0,0,0, ,0,2,0,0
1201218039,12,1,218,39,12320,RIO NEGRO,FRAY BENTOS,4,4,0,4,4,0,0,0,0,0,5,5,0,0,15,7,8,15,7,8,0,0,0,0,0,0, ,0,2,0,0
1201218040,12,1,218,40,12320,RIO NEGRO,FRAY BENTOS,9,9,0,9,9,0,0,0,0,0,9,9,0,0,21,12,9,21,12,9,0,0,0,0,0,0, ,0,2,0,0
1201218041,12,1,218,41,12320,RIO NEGRO,FRAY BENTOS,7,7,0,7,7,0,0,0,0,0,7,7,0,0,19,9,10,19,9,10,0,0,0,0,0,0, ,0,2,0,0
1201218042,12,1,218,42,12320,RIO NEGRO,FRAY BENTOS,5,5,0,5,5,0,0,0,0,0,5,5,0,0,24,14,10,24,14,10,0,0,0,0,0,0, ,0,2,0,0
1201218043,12,1,218,43,12320,RIO NEGRO,FRAY BENTOS,6,6,0,6,6,0,0,0,0,0,7,7,0,0,16,7,9,16,7,9,0,0,0,0,0,0, ,0,2,0,0
1201218045,12,1,218,45,12320,RIO NEGRO,FRAY BENTOS,6,6,0,6,6,0,0,0,0,0,7,7,0,0,17,9,8,17,9,8,0,0,0,0,0,0, ,0,2,0,0
1201218046,12,1,218,46,12320,RIO NEGRO,FRAY BENTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,2,0,0
1201218047,12,1,218,47,12320,RIO NEGRO,FRAY BENTOS,6,6,0,6,6,0,0,0,0,0,7,7,0,0,19,10,9,19,10,9,0,0,0,0,0,0, ,0,2,0,0
1201218048,12,1,218,48,12320,RIO NEGRO,FRAY BENTOS,7,7,0,7,7,0,0,0,0,0,7,7,0,0,24,12,12,24,12,12,0,0,0,0,0,0, ,0,2,0,0
1201218050,12,1,218,50,12320,RIO NEGRO,FRAY BENTOS,4,4,0,4,4,0,0,0,0,0,4,4,0,0,9,5,4,9,5,4,0,0,0,0,0,0, ,0,2,0,0
1201218400,12,1,218,400,12320,RIO NEGRO,FRAY BENTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,2,0,0
1201218401,12,1,218,401,12320,RIO NEGRO,FRAY BENTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,2,0,0
1201218402,12,1,218,402,12320,RIO NEGRO,FRAY BENTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,2,0,0
1201218500,12,1,218,500,12320,RIO NEGRO,FRAY BENTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,2,0,0
1201218600,12,1,218,600,12320,RIO NEGRO,FRAY BENTOS,7,7,0,7,7,0,0,0,0,0,7,7,0,0,17,7,10,17,7,10,0,0,0,0,0,0, ,0,2,0,0
1201218601,12,1,218,601,12320,RIO NEGRO,FRAY BENTOS,7,6,1,7,6,0,1,0,0,0,6,6,0,0,17,5,12,17,5,12,0,0,0,0,0,0, ,0,2,0,0
1201218800,12,1,218,800,12320,RIO NEGRO,FRAY BENTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,2,0,0
1201218802,12,1,218,802,12320,RIO NEGRO,FRAY BENTOS,8,7,1,8,7,0,1,0,0,0,7,7,0,0,19,6,13,19,6,13,0,0,0,0,0,0, ,0,2,0,0
1201218803,12,1,218,803,12320,RIO NEGRO,FRAY BENTOS,3,3,0,3,3,0,0,0,0,0,3,3,0,0,7,3,4,7,3,4,0,0,0,0,0,0, ,0,2,0,0
1201218804,12,1,218,804,12320,RIO NEGRO,FRAY BENTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,2,0,0
1301003001,13,1,3,1,13220,RIVERA,RIVERA,29,23,6,29,23,0,6,0,0,0,23,23,0,0,67,34,33,67,34,33,0,0,0,0,0,0, ,0,1,0,0
1301003002,13,1,3,2,13220,RIVERA,RIVERA,27,26,1,27,26,0,1,0,0,0,26,26,0,0,81,35,46,81,35,46,0,0,0,0,0,0, ,0,1,0,0
1301003003,13,1,3,3,13220,RIVERA,RIVERA,24,23,1,23,23,0,0,1,0,1,23,23,0,0,61,25,36,61,25,36,0,0,0,0,0,0, ,0,1,0,0
1301003004,13,1,3,4,13220,RIVERA,RIVERA,27,22,5,27,22,0,5,0,0,0,22,22,0,0,65,36,29,65,36,29,0,0,0,0,0,0, ,0,1,0,0
1301003005,13,1,3,5,13220,RIVERA,RIVERA,41,35,6,41,35,0,6,0,0,0,35,35,0,0,116,49,67,116,49,67,0,0,0,0,0,0, ,0,1,0,0
1301003006,13,1,3,6,13220,RIVERA,RIVERA,28,26,2,28,26,0,2,0,0,0,26,26,0,0,77,40,37,77,40,37,0,0,0,0,0,0, ,0,1,0,0
1301003007,13,1,3,7,13220,RIVERA,RIVERA,33,30,3,33,30,0,3,0,0,0,30,30,0,0,88,44,44,88,44,44,0,0,0,0,0,0, ,0,1,0,0
1301003008,13,1,3,8,13220,RIVERA,RIVERA,35,33,2,35,33,0,2,0,0,0,33,33,0,0,100,45,55,100,45,55,0,0,0,0,0,0, ,0,1,0,0
1301003009,13,1,3,9,13220,RIVERA,RIVERA,24,23,1,24,23,0,1,0,0,0,23,23,0,0,59,23,36,59,23,36,0,0,0,0,0,0, ,0,1,0,0
1301003010,13,1,3,10,13220,RIVERA,RIVERA,45,37,8,45,37,0,8,0,0,0,37,37,0,0,104,53,51,104,53,51,0,0,0,0,0,0, ,0,1,0,0
1301003011,13,1,3,11,13220,RIVERA,RIVERA,31,28,3,31,28,0,3,0,0,0,28,28,0,0,75,33,42,75,33,42,0,0,0,0,0,0, ,0,1,0,0
1301003012,13,1,3,12,13220,RIVERA,RIVERA,25,25,0,25,25,0,0,0,0,0,25,25,0,0,68,29,39,68,29,39,0,0,0,0,0,0, ,0,1,0,0
1301003013,13,1,3,13,13220,RIVERA,RIVERA,23,21,2,23,21,0,2,0,0,0,21,21,0,0,52,16,36,52,16,36,0,0,0,0,0,0, ,0,1,0,0
1301003014,13,1,3,14,13220,RIVERA,RIVERA,37,36,1,37,36,0,1,0,0,0,36,36,0,0,110,49,61,110,49,61,0,0,0,0,0,0, ,0,1,0,0
1301003015,13,1,3,15,13220,RIVERA,RIVERA,28,23,5,27,23,0,4,1,0,1,23,23,0,0,65,35,30,65,35,30,0,0,0,0,0,0, ,0,1,0,0
1301003016,13,1,3,16,13220,RIVERA,RIVERA,42,37,5,42,37,0,5,0,0,0,37,37,0,0,103,56,47,103,56,47,0,0,0,0,0,0, ,0,1,0,0
1301003017,13,1,3,17,13220,RIVERA,RIVERA,37,30,7,37,30,0,7,0,0,0,33,33,0,0,103,50,53,103,50,53,0,0,0,0,0,0, ,0,1,0,0
1301003018,13,1,3,18,13220,RIVERA,RIVERA,31,30,1,31,30,0,1,0,0,0,30,30,0,0,93,43,50,93,43,50,0,0,0,0,0,0, ,0,1,0,0
1301003019,13,1,3,19,13220,RIVERA,RIVERA,27,27,0,27,27,0,0,0,0,0,27,27,0,0,79,37,42,79,37,42,0,0,0,0,0,0, ,0,1,0,0
1301003020,13,1,3,20,13220,RIVERA,RIVERA,25,24,1,25,24,0,1,0,0,0,24,24,0,0,74,38,36,74,38,36,0,0,0,0,0,0, ,0,1,0,0
1301003021,13,1,3,21,13220,RIVERA,RIVERA,29,29,0,29,29,0,0,0,0,0,29,29,0,0,86,43,43,86,43,43,0,0,0,0,0,0, ,0,1,0,0
1301003022,13,1,3,22,13220,RIVERA,RIVERA,27,26,1,27,26,0,1,0,0,0,26,26,0,0,68,31,37,68,31,37,0,0,0,0,0,0, ,0,1,0,0
1301003023,13,1,3,23,13220,RIVERA,RIVERA,41,35,6,41,35,0,6,0,0,0,35,35,0,0,101,43,58,101,43,58,0,0,0,0,0,0, ,0,1,0,0
1301003024,13,1,3,24,13220,RIVERA,RIVERA,31,28,3,31,28,0,3,0,0,0,30,30,0,0,76,31,45,76,31,45,0,0,0,0,0,0, ,0,1,0,0
1301004001,13,1,4,1,13220,RIVERA,RIVERA,26,25,1,25,24,0,1,1,1,0,25,24,0,1,108,36,72,82,35,47,0,0,0,26,1,25, ,0,1,0,0
1301004002,13,1,4,2,13220,RIVERA,RIVERA,23,23,0,23,23,0,0,0,0,0,23,23,0,0,59,25,34,59,25,34,0,0,0,0,0,0, ,0,1,0,0
1301004003,13,1,4,3,13220,RIVERA,RIVERA,44,40,4,44,40,0,4,0,0,0,40,40,0,0,104,51,53,104,51,53,0,0,0,0,0,0, ,0,1,0,0
1301004004,13,1,4,4,13220,RIVERA,RIVERA,11,10,1,10,9,0,1,1,1,0,11,10,0,1,52,20,32,30,13,17,0,0,0,22,7,15, ,0,1,0,0
1301004005,13,1,4,5,13220,RIVERA,RIVERA,27,24,3,27,24,0,3,0,0,0,25,25,0,0,77,33,44,77,33,44,0,0,0,0,0,0, ,0,1,0,0
1301004006,13,1,4,6,13220,RIVERA,RIVERA,49,43,6,49,43,0,6,0,0,0,43,43,0,0,115,55,60,115,55,60,0,0,0,0,0,0, ,0,1,0,0
1301004007,13,1,4,7,13220,RIVERA,RIVERA,41,39,2,41,39,0,2,0,0,0,39,39,0,0,101,49,52,101,49,52,0,0,0,0,0,0, ,0,1,0,0
1301004008,13,1,4,8,13220,RIVERA,RIVERA,12,12,0,12,12,0,0,0,0,0,12,12,0,0,25,8,17,25,8,17,0,0,0,0,0,0, ,0,1,0,0
1301004009,13,1,4,9,13220,RIVERA,RIVERA,31,22,9,31,22,0,9,0,0,0,24,24,0,0,69,28,41,69,28,41,0,0,0,0,0,0, ,0,1,0,0
1301004010,13,1,4,10,13220,RIVERA,RIVERA,45,43,2,45,43,0,2,0,0,0,43,43,0,0,112,51,61,112,51,61,0,0,0,0,0,0, ,0,1,0,0
1301004011,13,1,4,11,13220,RIVERA,RIVERA,35,32,3,35,32,0,3,0,0,0,32,32,0,0,94,43,51,94,43,51,0,0,0,0,0,0, ,0,1,0,0
1301004012,13,1,4,12,13220,RIVERA,RIVERA,34,30,4,34,30,0,4,0,0,0,30,30,0,0,87,32,55,87,32,55,0,0,0,0,0,0, ,0,1,0,0
1301004013,13,1,4,13,13220,RIVERA,RIVERA,26,22,4,26,22,0,4,0,0,0,22,22,0,0,58,27,31,58,27,31,0,0,0,0,0,0, ,0,1,0,0
1301004014,13,1,4,14,13220,RIVERA,RIVERA,29,26,3,29,26,0,3,0,0,0,26,26,0,0,77,37,40,77,37,40,0,0,0,0,0,0, ,0,1,0,0
1301004015,13,1,4,15,13220,RIVERA,RIVERA,37,32,5,37,32,0,5,0,0,0,32,32,0,0,94,39,55,94,39,55,0,0,0,0,0,0, ,0,1,0,0
1301004016,13,1,4,16,13220,RIVERA,RIVERA,32,29,3,32,29,0,3,0,0,0,32,32,0,0,87,41,46,87,41,46,0,0,0,0,0,0, ,0,1,0,0
1301004017,13,1,4,17,13220,RIVERA,RIVERA,36,35,1,36,35,0,1,0,0,0,36,36,0,0,108,49,59,108,49,59,0,0,0,0,0,0, ,0,1,0,0
1301004018,13,1,4,18,13220,RIVERA,RIVERA,22,21,1,22,21,0,1,0,0,0,21,21,0,0,70,40,30,70,40,30,0,0,0,0,0,0, ,0,1,0,0
1301005001,13,1,5,1,13220,RIVERA,RIVERA,9,7,2,9,7,0,2,0,0,0,8,8,0,0,24,6,18,24,6,18,0,0,0,0,0,0, ,0,1,0,0
1301005002,13,1,5,2,13220,RIVERA,RIVERA,15,14,1,15,14,0,1,0,0,0,15,15,0,0,41,18,23,41,18,23,0,0,0,0,0,0, ,0,1,0,0
1301005003,13,1,5,3,13220,RIVERA,RIVERA,23,21,2,23,21,0,2,0,0,0,21,21,0,0,45,20,25,45,20,25,0,0,0,0,0,0, ,0,1,0,0
1301005004,13,1,5,4,13220,RIVERA,RIVERA,20,16,4,20,16,0,4,0,0,0,16,16,0,0,61,32,29,61,32,29,0,0,0,0,0,0, ,0,1,0,0
1301005005,13,1,5,5,13220,RIVERA,RIVERA,41,38,3,41,38,0,3,0,0,0,40,40,0,0,125,58,67,125,58,67,0,0,0,0,0,0, ,0,1,0,0
1301005006,13,1,5,6,13220,RIVERA,RIVERA,34,31,3,34,31,0,3,0,0,0,32,32,0,0,113,60,53,113,60,53,0,0,0,0,0,0, ,0,1,0,0
1301005007,13,1,5,7,13220,RIVERA,RIVERA,25,25,0,25,25,0,0,0,0,0,25,25,0,0,86,39,47,86,39,47,0,0,0,0,0,0, ,0,1,0,0
1301005008,13,1,5,8,13220,RIVERA,RIVERA,39,37,2,39,37,0,2,0,0,0,37,37,0,0,87,33,54,87,33,54,0,0,0,0,0,0, ,0,1,0,0
1301005009,13,1,5,9,13220,RIVERA,RIVERA,42,39,3,42,39,0,3,0,0,0,39,39,0,0,101,51,50,101,51,50,0,0,0,0,0,0, ,0,1,0,0
1301005010,13,1,5,10,13220,RIVERA,RIVERA,35,30,5,35,30,0,5,0,0,0,31,31,0,0,104,50,54,104,50,54,0,0,0,0,0,0, ,0,1,0,0
1301005011,13,1,5,11,13220,RIVERA,RIVERA,26,24,2,26,24,0,2,0,0,0,24,24,0,0,59,26,33,59,26,33,0,0,0,0,0,0, ,0,1,0,0
1301005012,13,1,5,12,13220,RIVERA,RIVERA,29,29,0,29,29,0,0,0,0,0,29,29,0,0,89,42,47,89,42,47,0,0,0,0,0,0, ,0,1,0,0
1301005013,13,1,5,13,13220,RIVERA,RIVERA,27,27,0,27,27,0,0,0,0,0,29,29,0,0,86,38,48,86,38,48,0,0,0,0,0,0, ,0,1,0,0
1301005014,13,1,5,14,13220,RIVERA,RIVERA,30,28,2,30,28,0,2,0,0,0,28,28,0,0,89,44,45,89,44,45,0,0,0,0,0,0, ,0,1,0,0
1301005015,13,1,5,15,13220,RIVERA,RIVERA,20,18,2,20,18,0,2,0,0,0,20,20,0,0,69,39,30,69,39,30,0,0,0,0,0,0, ,0,1,0,0
1301005016,13,1,5,16,13220,RIVERA,RIVERA,32,25,7,32,25,0,7,0,0,0,25,25,0,0,83,38,45,83,38,45,0,0,0,0,0,0, ,0,1,0,0
1301005017,13,1,5,17,13220,RIVERA,RIVERA,39,36,3,39,36,0,3,0,0,0,36,36,0,0,93,43,50,93,43,50,0,0,0,0,0,0, ,0,1,0,0
1301005018,13,1,5,18,13220,RIVERA,RIVERA,33,29,4,33,29,0,4,0,0,0,30,30,0,0,83,42,41,83,42,41,0,0,0,0,0,0, ,0,1,0,0
1301005019,13,1,5,19,13220,RIVERA,RIVERA,30,29,1,30,29,0,1,0,0,0,31,31,0,0,83,37,46,83,37,46,0,0,0,0,0,0, ,0,1,0,0
1301005020,13,1,5,20,13220,RIVERA,RIVERA,25,21,4,25,21,0,4,0,0,0,22,22,0,0,57,25,32,57,25,32,0,0,0,0,0,0, ,0,1,0,0
1301005021,13,1,5,21,13220,RIVERA,RIVERA,39,34,5,39,34,0,5,0,0,0,35,35,0,0,89,39,50,89,39,50,0,0,0,0,0,0, ,0,1,0,0
1301005022,13,1,5,22,13220,RIVERA,RIVERA,26,23,3,26,23,0,3,0,0,0,23,23,0,0,95,41,54,95,41,54,0,0,0,0,0,0, ,0,1,0,0
1301005023,13,1,5,23,13220,RIVERA,RIVERA,26,22,4,26,22,0,4,0,0,0,22,22,0,0,62,35,27,62,35,27,0,0,0,0,0,0, ,0,1,0,0
1301005024,13,1,5,24,13220,RIVERA,RIVERA,15,12,3,15,12,0,3,0,0,0,12,12,0,0,38,17,21,38,17,21,0,0,0,0,0,0, ,0,1,0,0
1301008001,13,1,8,1,13220,RIVERA,RIVERA,39,33,6,39,33,0,6,0,0,0,33,33,0,0,82,38,44,82,38,44,0,0,0,0,0,0, ,0,1,0,0
1301008002,13,1,8,2,13220,RIVERA,RIVERA,31,29,2,31,29,0,2,0,0,0,29,29,0,0,70,24,46,70,24,46,0,0,0,0,0,0, ,0,1,0,0
1301008003,13,1,8,3,13220,RIVERA,RIVERA,34,31,3,34,31,0,3,0,0,0,31,31,0,0,69,28,41,69,28,41,0,0,0,0,0,0, ,0,1,0,0
1301008004,13,1,8,4,13220,RIVERA,RIVERA,12,9,3,12,9,0,3,0,0,0,9,9,0,0,24,12,12,24,12,12,0,0,0,0,0,0, ,0,1,0,0
1301008005,13,1,8,5,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
1301008006,13,1,8,6,13220,RIVERA,RIVERA,16,13,3,14,11,0,3,2,2,0,13,11,0,2,70,37,33,24,8,16,0,0,0,46,29,17, ,0,1,0,0
1301008007,13,1,8,7,13220,RIVERA,RIVERA,25,16,9,25,16,0,9,0,0,0,16,16,0,0,33,15,18,33,15,18,0,0,0,0,0,0, ,0,1,0,0
1301008008,13,1,8,8,13220,RIVERA,RIVERA,41,38,3,41,38,0,3,0,0,0,38,38,0,0,97,37,60,97,37,60,0,0,0,0,0,0, ,0,1,0,0
1301008009,13,1,8,9,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
1301008010,13,1,8,10,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
1301008011,13,1,8,11,13220,RIVERA,RIVERA,29,23,6,29,23,0,6,0,0,0,24,24,0,0,62,31,31,62,31,31,0,0,0,0,0,0, ,0,1,0,0
1301008012,13,1,8,12,13220,RIVERA,RIVERA,35,27,8,35,27,0,8,0,0,0,27,27,0,0,62,28,34,62,28,34,0,0,0,0,0,0, ,0,1,0,0
1301008013,13,1,8,13,13220,RIVERA,RIVERA,14,14,0,14,14,0,0,0,0,0,14,14,0,0,41,15,26,41,15,26,0,0,0,0,0,0, ,0,1,0,0
1301008014,13,1,8,14,13220,RIVERA,RIVERA,26,21,5,26,21,0,5,0,0,0,21,21,0,0,60,25,35,60,25,35,0,0,0,0,0,0, ,0,1,0,0
1301008015,13,1,8,15,13220,RIVERA,RIVERA,14,10,4,14,10,0,4,0,0,0,11,11,0,0,31,13,18,31,13,18,0,0,0,0,0,0, ,0,1,0,0
1301008016,13,1,8,16,13220,RIVERA,RIVERA,14,11,3,13,10,0,3,1,1,0,11,10,0,1,36,14,22,23,10,13,0,0,0,13,4,9, ,0,1,0,0
1301008017,13,1,8,17,13220,RIVERA,RIVERA,24,23,1,24,23,0,1,0,0,0,23,23,0,0,53,22,31,53,22,31,0,0,0,0,0,0, ,0,1,0,0
1301008018,13,1,8,18,13220,RIVERA,RIVERA,18,17,1,18,17,0,1,0,0,0,17,17,0,0,37,20,17,37,20,17,0,0,0,0,0,0, ,0,1,0,0
1301008019,13,1,8,19,13220,RIVERA,RIVERA,26,23,3,26,23,0,3,0,0,0,23,23,0,0,55,27,28,55,27,28,0,0,0,0,0,0, ,0,1,0,0
1301008020,13,1,8,20,13220,RIVERA,RIVERA,45,37,8,45,37,0,8,0,0,0,37,37,0,0,73,26,47,73,26,47,0,0,0,0,0,0, ,0,1,0,0
1301008021,13,1,8,21,13220,RIVERA,RIVERA,36,29,7,36,29,0,7,0,0,0,29,29,0,0,69,30,39,69,30,39,0,0,0,0,0,0, ,0,1,0,0
1301008023,13,1,8,23,13220,RIVERA,RIVERA,29,26,3,29,26,0,3,0,0,0,26,26,0,0,46,22,24,46,22,24,0,0,0,0,0,0, ,0,1,0,0
1301008024,13,1,8,24,13220,RIVERA,RIVERA,12,10,2,12,10,0,2,0,0,0,10,10,0,0,27,11,16,27,11,16,0,0,0,0,0,0, ,0,1,0,0
1301008025,13,1,8,25,13220,RIVERA,RIVERA,24,17,7,23,17,0,6,1,0,1,17,17,0,0,43,23,20,43,23,20,0,0,0,0,0,0, ,0,1,0,0
1301009004,13,1,9,4,13220,RIVERA,RIVERA,36,22,14,35,22,0,13,1,0,1,22,22,0,0,54,26,28,54,26,28,0,0,0,0,0,0, ,0,1,0,0
1301009005,13,1,9,5,13220,RIVERA,RIVERA,12,9,3,12,9,0,3,0,0,0,10,10,0,0,22,9,13,22,9,13,0,0,0,0,0,0, ,0,1,0,0
1301009006,13,1,9,6,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
1301009009,13,1,9,9,13220,RIVERA,RIVERA,33,30,3,33,30,0,3,0,0,0,32,32,0,0,73,33,40,73,33,40,0,0,0,0,0,0, ,0,1,0,0
1301009010,13,1,9,10,13220,RIVERA,RIVERA,28,24,4,28,24,0,4,0,0,0,26,26,0,0,65,32,33,65,32,33,0,0,0,0,0,0, ,0,1,0,0
1301009011,13,1,9,11,13220,RIVERA,RIVERA,27,25,2,27,25,0,2,0,0,0,25,25,0,0,72,38,34,72,38,34,0,0,0,0,0,0, ,0,1,0,0
1301009013,13,1,9,13,13220,RIVERA,RIVERA,28,19,9,28,19,0,9,0,0,0,19,19,0,0,39,13,26,39,13,26,0,0,0,0,0,0, ,0,1,0,0
1301009014,13,1,9,14,13220,RIVERA,RIVERA,19,15,4,19,15,0,4,0,0,0,15,15,0,0,31,11,20,31,11,20,0,0,0,0,0,0, ,0,1,0,0
1301009018,13,1,9,18,13220,RIVERA,RIVERA,26,26,0,26,26,0,0,0,0,0,26,26,0,0,63,33,30,63,33,30,0,0,0,0,0,0, ,0,1,0,0
1301009019,13,1,9,19,13220,RIVERA,RIVERA,31,25,6,31,25,0,6,0,0,0,25,25,0,0,64,30,34,64,30,34,0,0,0,0,0,0, ,0,1,0,0
1301009022,13,1,9,22,13220,RIVERA,RIVERA,54,51,3,54,51,0,3,0,0,0,56,56,0,0,131,57,74,131,57,74,0,0,0,0,0,0, ,0,1,0,0
1301009025,13,1,9,25,13220,RIVERA,RIVERA,4,3,1,4,3,0,1,0,0,0,3,3,0,0,8,4,4,8,4,4,0,0,0,0,0,0, ,0,9,0,0
1301009027,13,1,9,27,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
1301009028,13,1,9,28,13220,RIVERA,RIVERA,4,1,3,4,1,0,3,0,0,0,1,1,0,0,4,2,2,4,2,2,0,0,0,0,0,0, ,0,9,0,0
1301009031,13,1,9,31,13220,RIVERA,RIVERA,2,2,0,2,2,0,0,0,0,0,2,2,0,0,3,2,1,3,2,1,0,0,0,0,0,0, ,0,1,0,0
1301009033,13,1,9,33,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
1301009401,13,1,9,401,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
1301009402,13,1,9,402,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
1301009403,13,1,9,403,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
1301009404,13,1,9,404,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
1301009405,13,1,9,405,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
1301009406,13,1,9,406,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
1301009407,13,1,9,407,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
1301009408,13,1,9,408,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
1301009409,13,1,9,409,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
1301009410,13,1,9,410,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
1301009411,13,1,9,411,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
1301009600,13,1,9,600,13220,RIVERA,RIVERA,17,15,2,17,15,0,2,0,0,0,18,18,0,0,61,24,37,61,24,37,0,0,0,0,0,0, ,0,1,0,0
1301009601,13,1,9,601,13220,RIVERA,RIVERA,8,8,0,8,8,0,0,0,0,0,8,8,0,0,17,9,8,17,9,8,0,0,0,0,0,0, ,0,1,0,0
1301009602,13,1,9,602,13220,RIVERA,RIVERA,53,52,1,53,52,0,1,0,0,0,59,59,0,0,220,108,112,220,108,112,0,0,0,0,0,0, ,0,1,0,0
1301009603,13,1,9,603,13220,RIVERA,RIVERA,9,9,0,9,9,0,0,0,0,0,9,9,0,0,23,8,15,23,8,15,0,0,0,0,0,0, ,0,1,0,0
1301009604,13,1,9,604,13220,RIVERA,RIVERA,64,59,5,64,59,0,5,0,0,0,59,59,0,0,173,74,99,173,74,99,0,0,0,0,0,0, ,0,1,0,0
1301009801,13,1,9,801,13220,RIVERA,RIVERA,23,21,2,23,21,0,2,0,0,0,21,21,0,0,69,31,38,69,31,38,0,0,0,0,0,0, ,0,1,0,0
1301009802,13,1,9,802,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
1301009803,13,1,9,803,13220,RIVERA,RIVERA,1,1,0,1,1,0,0,0,0,0,1,1,0,0,3,2,1,3,2,1,0,0,0,0,0,0, ,0,1,0,0
1301009804,13,1,9,804,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
1301009805,13,1,9,805,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
1301014001,13,1,14,1,13220,RIVERA,RIVERA,28,22,6,28,22,0,6,0,0,0,23,23,0,0,54,24,30,54,24,30,0,0,0,0,0,0, ,0,1,0,0
